DB_id,UniqueID,Category,name,description,Dependency (UniqueID),For more information [just append this to the description]
155,11,Calculus Math,When is an integral used?,"An integral can be thought of as a special type of sum. Imagine that we need to add the contribution of each particle in a body. Since a body has an extremely large number of particles, adding each one is highly impractical. Instead, we can assume that the contribution by each particle can be described by some kind of (integrable) function and the particles each give an infinitesimal contribution. Then we can integrate this function over all the particles. Another example: summing the contributions of bits of time to changing the position. The contributions are described by a function called velocity. So the change in position after a time interval is given by an integral of velocity over that time interval. "
156,12,Calculus Math,How can an integral be simplified when the function is constant?,"Multiply the constant by the interval of integration. This is best seen graphically, as the integral is really just the area under the curve defined by the function. If the function is constant, the area under that function forms a rectangle with width equal to the length of the interval, and height equal to the constant function."
157,13,Calculus Math,What is the fundamental theorem of calculus?,"For all functions \( f \) for which there exists a function \(F\) such that \(\frac{d}{dt}(F) = f \) (i.e. the anti-derivative), the fundamental theorem of calculus states that  \[ \int_a^b f(t) dt = F(b) – F(a) \]"
158,14,Calculus Math,What is the integral of a derivative?,By the fundamental theorem of calculus \( \int_a^b f'(t) dt = f(b) – f(a) \).
159,15,Calculus Math,What are initial conditions?,"Initial conditions are the set of ""input parameters"" to a system. They often arise when dealing with a differential relationship, in which we need to specify some initial set of conditions that let us calculate exactly what the system will do given some differential equation."
160,16,Calculus Math,How do we often denote initial conditions?,"We often denote initial conditions with an ""i"" subscript on the variable of interest. For example, \( \mathbf v_i \) might be the initial velocity of an object. Sometimes, a ""0"" (for ""naught"") is used in place of the ""i"": \( \mathbf v_0 \)."
161,17,Graphical Analysis,How can position be determined from a graph of velocity-time?,"Since velocity is defined as \( v = \frac{d x}{dt} \) and so \( x = \int v dt \), we can find the change in position over some time interval on a velocity-time graph by measuring or calculating the area under the curve. "
162,18,Graphical Analysis,How can velocity be determined on a graph of position-time?,"Since velocity is just the derivative of position, the instantaneous velocity at some time \( t \) is just the slope of the tangent line on a position-time graph. We can find the average velocity between two points \( t_1 \) and \( t_2 \) by finding the slope of the line segment connecting those two points on the graph!"
163,19,Graphical Analysis,How can velocity be determined on a graph of acceleration-time?,"Since acceleration is \( a = \frac{dv}{dt} \), we know \( v = \int a dt \). Thus, we can find the change in velocity over some time interval on an acceleration-time graph by measuring or calculating the area under the curve."
164,20,Graphical Analysis,How can acceleration be determined on a graph of velocity-time?,"Since acceleration is just \( a = \frac{dv}{dt} \), the acceleration can be found from a velocity-time graph by finding the slope of the tangent line at the point of interest. We can likewise calculate the average acceleration between times \( t_1 \) and \( t_2 \) by finding the slope of the line that connects those points on the velocity-time graph."
165,21,Coordinate Systems,What coordinate system should be used for [situation]? (Break down into multiple components),General rules: typically use the surface as an axes if available; keep things positive
166,22,Coordinate Systems,How should coordinates be used for a system of pulleys?,"Typically, only one axis is needed, and it follows the direction of the rope. You should define a consistent positive direction by guessing the direction of motion, and then use that in your force-balance equations. If the ultimate answer comes out negative, it means motion in the opposite direction from the one you defined, but that is ok because the +/- is just a convention based on how we defined our coordinate system!"
167,23,Coordinate Systems,Which coordinate system should be chosen for a problem with [SYMMETRY]?,Choose the coordinate system that reflects the symmetry!
168,24,Symmetries,What is linear (translational) symmetry?,"Linear translational symmetry appears when an object can be moved in a straight line without appearing any different to the observer. For example, an infinite line has translational symmetry because we can move it to the left or right (along the line) and it doesn't look any different to us."
169,25,Symmetries,What is cylindrical symmetry?,"Cylindrical symmetry, appears in problems with linear translational symmetry along one axis and rotational symmetry about that axis (thus, it looks like an infinitely-long cylinder!)"
170,26,Symmetries,What is spherical symmetry?,Spherical symmetry arises in situations where rotating about a point (at constant radius) makes no difference in the setup of the problem. Think of a ball which can be rotated into any orientation but still appears the same.
171,27,Kinematics Concepts,What is the canonical expression for the velocity \( v(t) \) in a system undergoing constant acceleration?,\( v(t) = v_0 + a t \)
172,28,Kinematics Concepts,What is the canonical expression for the position \( x(t) \) in a system undergoing constant acceleration?,\( x(t) = x_0 + v_0 t + \frac{1}{2} a t^2 \)
173,29,Kinematics Concepts,What is the canonical relationship between initial and final velocities given constant acceleration and some delta distance \( x - x_0 \)?,\( v_f^2 = v_0^2 + 2 a (x - x_0) \)
174,30,Kinematics Concepts,"What is the canonical expression for the position \( x(t) \), using just the initial velocity \( v_0 \) and the general velocity \( v(t) \), for a system under constant acceleration?",\( x(t) = x_0 + \frac{v_0 + v(t) } 2 t \)
175,31,Kinematics Concepts,What assumption is made for the standard kinematics equations?,"In deriving them, we assumed constant acceleration. Thus, they do not apply in situations where the acceleration is changing in time."
176,32,Kinematics Concepts,Which kinematics equation can be applied to a given problem?,"If the problem involves constant acceleration, you can use any equation whose only unknown variable is the desired quantity."
177,33,Kinematics Concepts,What is velocity in terms of position?,\( v = \frac{dx}{dt} \)
178,34,Kinematics Concepts,What is acceleration in terms of velocity?,\( a = \frac{dv}{dt} \)
179,35,Kinematics Concepts,What is acceleration in terms of position?,"\( a = \frac{dv}{dt} \), \( v = \frac{dx}{dt} \) \( \rightarrow \) \(v = \frac{d}{dt}\frac{dx}{dt} = \frac{d^2x}{dt^2] \)"
180,36,Kinematics Concepts,What is the distance traveled at constant speed?,\( distance = speed \cdot time\) for constant speed.
181,37,Momentum Conservation,When does conservation of momentum apply?,"Conservation of momentum applies when there are no net external forces acting on an object. We can see this directly from Newton's second law: \( F = m \cdot \frac{dv}{dt} \Rightarrow F = \frac{dp}{dt} \), since \( p = mv \). ""Conservation of momentum"" means that the momentum is not changing in time. Thus, for momentum to be conserved, \( \frac{dp}{dt} = 0 \rightarrow F=0 \). Thus, conservation of momentum applies when there are no external forces."
182,38,Momentum Conservation,What is true about initial and final momentum of a system if momentum is conserved?,"The initial momentum equals the final momentum, or \( p_i = p_f \)."
183,39,Energy Conservation,When does conservation of energy apply?,"Conservation of energy always applies. It is typically only useful when there is some type of conversion between types of energy. It's also a statement about the universe, so it cannot be applied to an isolated system if there is energy going in or out of the system. Finally, be aware the energy may be transferred to heat. For instance, kinetic energy is conserved only in a perfectly elastic collision. [Break up this component??]"
184,40,Energy Conservation,How is work related to the change in energy of a system?,The amount of work is equal to the change in energy.,MUST BE CAREFUL!
185,41,Energy Conservation,How does potential energy depend on the initial conditions?,"Because we are only ever interested in *changes* in potential energy, you can generally set the ""zero-point"" of your potential energy wherever you want. Commonly, ""zero"" is set at ground level to make calculations easy."
186,42,Newton's First Law,When does an object's motion remain constant?,When there are no external forces. (Newton's first law)
187,43,Rotational Kinematics Concepts,How can the kinetic energy of an object be divided into translational and rotational kinetic energy?,"For an object that is both translating and rotating, we can divide its kinetic energy up into the kinetic energy from the motion of its center of mass \[ \text{K.E.}_{\text{trans.}} = \frac{1}{2} m v_{\text{C.O.M}}^2 \] and its rotational kinetic energy *about* that center of mass: \[ \text{K.E.}_{\text{rot.}} = \frac{1}{2} I \omega_{\text{C.O.M}}^2 \]"
188,44,Rotational Kinematics Concepts,How are velocity and angular velocity related for a particle moving in uniform circular motion?,\( v = \omega r \) 
189,45,Rotational Kinematics Concepts,What do we know about velocity and angular velocity for an object that rolls without slipping?,"For an object rolling without slipping, we know that the relationship \[ v = \omega r \rightleftarrow \omega = \frac{v}{r} \] always holds, where \( r \) is the radius, \( v \) is the velocity of the center of mass, and \( \omega \) is the rotational/angular velocity."
190,46,Rotational Kinematics Concepts,How are angular acceleration and acceleration of the center of mass related for an object rolling without slipping?,\[ a = \alpha r \]
191,47,Rotational Kinematics Concepts,How are position of the center of mass and angular position related for an object rolling without slipping?,\[ x = r \theta \]
192,48,Rotational Kinematics Concepts,How can the motion of an object in uniform circular motion be described?,"Although the magnitude of the velocity and acceleration are not changing since the particle moves at a constant speed, the directions of the velocity and acceleration are constantly changing. (long derivation) The linear acceleration has magnitude \( a = \frac {v^2} r \) and points from the particle inward to the center of the circle."
193,49,Rotational Kinematics Concepts,"How are angular velocity, angular acceleration, and time related?",\( \omega = \omega_0 + \alpha t \),CONSTANT ALPHA
194,50,Rotational Kinematics Concepts,"How are angular displacement, angular acceleration, and time related?",\( \phi = \phi_0 + \omega_0 t + \frac 12 \alpha t^2
195,51,Rotational Kinematics Concepts,"How are angular velocity, angular acceleration, and angular displacement related?",\( \omega^2 = \omega_0^2 + 2\alpha(\phi - \phi_0) \)
196,52,Rotational Kinematics Concepts,"How are angular displacement, angular velocity, and time related?",\( \phi = \phi_0 + \frac {\omega_0 + \omega} 2 t \)
197,53,Rotational Kinematics Concepts,"How are angular displacement, angular velocity, angular acceleration, and time related?",\( \phi = \phi_0 + \omega t - \frac 12 \alpha t^2 \)
198,54,Rotational Kinematics Concepts,How is torque related to angular acceleration?,\[ \mathbf \tau = I \mathbf \alpha \]
199,55,Rotational Kinematics Concepts,How is angular momentum related to angular velocity?,\[ mathbf L = I \mathbf \omega \]
200,56,Rotational Kinematics Concepts,How is rotational kinetic energy related to angular velocity?,\[ \text{K.E.}_{\text{rot}} = \frac{1}{2} I \omega^2 \]
201,57,Newton's Second Law,What is Newton's second law?,"Newton's second law states that the net force on an object equals its mass times its acceleration. It is often written \[ \mathbf F = m \mathbf a \] or equivalently, it is written \[ \mathbf F = \frac{d \mathbf p }{dt} \] because a net force always induces a change in momentum. The equivalence of these can be shown by re-writing \( \mathbf p = m \mathbf v \) and then realizing that \( \mathbf a = \frac{d \mathbf v}{dt} \)."
202,58,Types of Forces,What forces can potentially act on a system?,"The types of forces acting on a system can be divided into two types-- gravitational forces and contact forces. That's it! A contact force arises when two bodies are in contact with each other. We decompose the contact force into a frictional force (which acts parallel to the surface) and a normal force (which acts perpendicular to the surface). Contact forces can also come from some action on a body, like a tension force from a rope attached to the body."
203,59,Gravitation,When does gravity act on an object?,"Gravity acts between any two bodies. Typically, we assume that events occur on the surface of the earth, where the attractive force between the Earth is always dominating. This force causes the common \( 9.8 m/s^2 \) acceleration that is typically assumed."
204,60,Gravitation,Where does the force of gravity originate when it acts on a body?,"For rigid bodies, the force of gravity always acts through the center of mass."
205,61,Gravitation,What is the magnitude of the force of gravity between two bodies?,\( F = G\frac{m_1m_2}{r^2} \),,http://en.wikipedia.org/wiki/Newton%27s_law_of_gravitation
206,62,Gravitation,In which direction does the force of gravity act?,The force of gravity acts towards the center of mass of the attractive body.
207,63,Types of Forces,When do frictional forces act on an object?,"Frictional forces act on an object when that object is in contact with another object. The strength of the frictional force depends on the coefficient of friction and the normal force between the two objects. It also scales depending on other forces acting on the object, balancing them up to some critical threshold."
208,64,Types of Forces,In which direction does a frictional force act?,"The frictional force always acts in the direction opposite of intended motion; that is, it provides a counter-active force to whatever forces might be causing that object to accelerate."
209,65,Types of Forces,What is the magnitude of the static friction force?,"The frictional force is \[ F_f \le \mu_s F_N \] where \( \mu_s \) is the coefficient of static friction and \( F_N \) is the normal force. The magnitude is always the value it needs to be to counteract other forces acting on the object, up to the critical ""slip"" threshold of \( \mu_s F_N \)."
210,66,Types of Forces,When does a normal force act on an object?,"A normal force is an application of Newton's third law. When an object exerts a force on a second object, the second object exerts an equal and opposite force on the first object. The normal force applies when an object, such as a block resting on a surface, exerts a force of gravity. "
211,67,Types of Forces,In which direction does a normal force act?,"The normal force is a contact force, and is supplied when two objects are in contact with each other. The normal force gets its name from ""normal"", which is a synonym for ""perpendicular"". Thus, the normal force acts perpendicular to the surface. Any contact force between objects can be decomposed into a normal force (perpendicular to their contact surface) and a force parallel to that surface, which would be caused by some frictional force."
212,68,Types of Forces,What is the magnitude of a normal force?,"The magnitude of the normal force must be calculated for the particular problem, but can be found by writing down a force-balance equation for the direction perpendicular to the surface of contact."
213,69,Equilibrium,When is a system in static equilibrium?,"A system is in static equilibrium when all particles are at rest. By definition, the forces acting on the system must be balanced."
214,70,Equilibrium,When should a balance of forces be assumed?,"Forces are in balance when a) there are no forces, or b) the sum of all force vectors is zero, i.e., the horizontal and vertical components of the forces cancel out. This occurs exactly when no particles in the system have acceleration, so each is either remaining at rest or moving at constant velocity (by Newton's first law). Examples: pulling a block up a hill at constant velocity, a system of pulleys that is balanced",What vector properties can be considered component-wise?
215,71,Equilibrium,How are unknown forces found?,"If the forces in a system are balanced, we can determine an unknown force by vector algebra. The sum of all forces is an equation that sums to zero, and the unknown force is the unknown variable. For a coordinate system with n-dimensions, we actually have n equations by letting each component sum to zero, so we can find n unknown forces. (Most problems will have n=2.)"
216,72,Types of Problems,What is the difference between an elastic and inelastic collision?,"The only difference is that when the object remain attached after the collision (inelastic), they have one combined mass and velocity. Otherwise, they have two distinct masses and velocities. In both cases, they are considered a closed system (so conservation of momentum applies). For elastic collisions only, kinetic energy is conserved."
217,73,Types of Problems,"What does ""rotation without slipping"" mean?","Rotating without slipping simply means that an object is rolling along some surface without slipping or skidding; that is, its velocity exactly matches the rate at which it is rotating. For something that rolls without slipping, we know that \[ v = \omega r \] must hold."
218,74,Common Definitions,What is position?,"Position is given by a point in some coordinate system. Commonly it is given in cartesian coordinates, meaning the position of an object is determined by an x, y, and z-coordinate."
219,75,Common Definitions,What are the units for position?,Position has units of length. The SI unit is the meter.,What is position?
220,76,Common Definitions,What is speed?,"Speed is the magnitude of velocity e.g. \( |v| = \text{ speed} \). Speed is a scalar quantity, and indicates how fast an object is going but does not give any information about what direction it is moving in. "
221,77,Common Definitions,What are the units of speed?,Speed has units of \[ \frac{\left[ \text{distance} \right]}{\left[ \text{time} \right]} \] commonly stated in meters/second.
222,78,Common Definitions,What is velocity?,"Velocity is a vector quantity, and indicates both the speed of an object and which direction the object is moving in. Mathematically speaking, the velocity is defined as the change in position over a change in time, or \[ \vec{v} = \frac{d\vec{x}}{\dt} \] where \( \vec{x} \) is the position vector describing the object."
223,79,Common Definitions,What are the units for velocity?,meters per second (m/s),What is velocity?
224,80,Common Definitions,How is velocity defined in terms of position \( x(t) \)?,Velocity is defined as \[ v(t) = \frac{d}{dt} x(t) \]
225,81,Common Definitions,What is acceleration?,Acceleration is the change in velocity over some time.
226,82,Common Definitions,What are the units for acceleration?,\( m/s^2 \),What is acceleration?
227,83,Common Definitions,How is acceleration defined in terms of velocity \( v(t) \)?,"Acceleration is just the change in velocity over time. Thus, it is defined as \[ a(t) = \frac{d}{dt} v(t) \] as the derivative (or time rate of change) of velocity.",What is velocity?
228,84,Common Definitions,How is acceleration defined in terms of position \( x(t) \)?,"Acceleration is defined as \[ a(t) = \frac{dv}{dt} \rightarrow a(t) = \frac{d}{dt}\frac{dx}{dt} = \frac{d^2 x}{dt^2} \] That is, it is the second derivative of position."
229,85,Common Definitions,What is momentum?,"Momentum is a vector quantity, equal to the mass times the velocity of an object. The variable \( \mathbf p \) is typically used for momentum, so \[ \mathbf p = m \mathbf v \]"
230,86,Common Definitions,What are the units for momentum?,"Momentum has units of \[ \frac{\left[ \text{kilogram} \right] \left[\text{meter}\right]}{\left[\text{second}\right]} \], which is just a mass times a velocity.",What is momentum?
231,87,Common Definitions,What is angular position?,"Angular position is defined relative to some coordinate system, and gives the number of radians something is rotated."
232,88,Common Definitions,What are the units for angular position?,Angular position is measured in radians.
233,89,Common Definitions,What is angular velocity?,"Angular velocity, \( \omega (t) \), is the rate at which angular position is changing in time. This is only relevant for situations involving circular motion."
234,90,Common Definitions,What are the units for angular velocity?,Angular velocity is measured in radians per second.
235,91,Common Definitions,How is angular velocity related to angular position?,"Angular velocity (just like ordinary linear velocity!) is the derivative of angular position. Thus, \[ \omega (t) = \frac{d \theta}{dt} \]"
236,92,Common Definitions,What is angular acceleration?,"Angular acceleration, \( \alpha (t) \), is the rate of change of angular velocity. That is, it measures how the angular velocity is changing in time. It is analogous to ordinary (linear) acceleration."
237,93,Common Definitions,What are the units of angular acceleration?,"Angular acceleration (similar to linear acceleration) is measured in radians per second squared, \( \text{rad}/s^2 \)."
238,94,Common Definitions,How is angular acceleration related to angular velocity \( \omega (t) \)?,Angular acceleration \( \alpha (t) \) is defined as \( \alpha (t) = \frac{d}{dt} \omega (t) \).
239,95,Common Definitions,How is angular acceleration related to angular position \( \theta (t) \)?,Angular acceleration is defined as \[ \alpha (t) = \frac{d \omega}{dt} \rightarrow \alpha (t) = \frac{d}{dt}\frac{d \theta}{dt} = \frac{d^2 \theta}{dt^2} \]
240,96,Common Definitions,What is mass?,"Mass is a measure of how much ""stuff"" there is."
241,97,Common Definitions,What are the units for mass?,"The SI unit for mass is the kilogram, kg.",What is mass?
242,98,Common Definitions,What is density?,"Density is a measure of how much mass there is per unit length (linear mass density), area (surface area mass density), or volume (volume mass density). Depending on the problem, the density might be defined for unit length (using the variable \( \lambda \) ), unit area (using the variable \( \sigma \) ), or unit volume (using the variable \( \rho \) )."
243,99,Common Definitions,What are the units for density?,"Depending on whether we are talking about linear, area, or volume mass density, the units are \( kg/m \), \( kg/m^2 \), or \( kg/m^3 \).",What is density?
244,100,Common Definitions,What is a force?,Force is a vector quantity specifying the change in momentum to a body. The interaction of forces is described by Newton's three laws of motion. A particular force is defined by Newton's second law as the instantaneous change in momentum: \( \mathbf F = \frac{d \mathbf p}{dt} = m \mathbf{a} \),NEED A BETTER DESCRIPTION... SEE SOME ARTICLES IN DROPBOX
245,101,Common Definitions,What are the units for force?,"Force is measured in Newtons, where 1 newton (N) is the force required to accelerate one kilogram at one meter per second squared. Thus, \( 1 \text{ N } = 1 \frac{kg \cdot m}{s^2} \)",What is force?
246,102,Common Definitions,What is weight?,"Weight is the gravitational force experienced by a body. Commonly, we consider the weight due to Earth's gravity, so an object would have weight \( mg \), where \( m \) is the mass and \( g \) is the acceleration due to gravity."
247,103,Common Definitions,What are the units for weight?,"Weight it just a force, so it is measured in Newtons (N). In english units, weight is measured in pounds (lbs), which is also a measure of force (not mass! this is a common misconception...)"
248,104,Common Definitions,What is work?,"Work is energy transfered by a force acting over some distance. It is defined as \[ \int \mathbf{F} \cdot d\mathbf{x} \] For a constant force acting over some distance, this reduces to \( W = F \cdot d \) where \( F \) is the force and \( d \) is the distance it acts over."
249,105,Common Definitions,What are the units for work?,"Work is a measure of energy, so the SI unit is the Joule, but this is equivalent to a Newton-meter or \( kg-m^2/s^2 \). We can see this directly from the definition of work, which is a force (N) times a distance (m).",What is work?
250,106,Common Definitions,What is energy?,Energy is mass times the speed of light squared!,NEED A BETTER DESCRIPTION...
251,107,Common Definitions,What are the units for energy?,1 joule (J) = 1 \( N \cdot m \),What is energy? What are the units for force?
252,108,Common Definitions,What is potential energy?,"Potential energy is a form of energy stored in some sort of system. In mechanics, it usually appears as gravitational potential energy or as some potential energy stored in a spring system. An object which can act to produce a force over some distance has some potential energy, which could be extracted by letting that object do work on something else."
253,109,Common Definitions,What are the units of potential energy?,"Potential energy is just a form of energy, so the unit is the Joule (J)."
254,110,Common Definitions,What is kinetic energy?,Kinetic energy is energy stored in the motion of an object. An object has kinetic energy equal to \[ \text{K.E. = \frac{1}{2} m v^2 \]
255,111,Common Definitions,What are the units of kinetic energy?,"Kinetic energy is just a form of energy, so the unit is the Joule (J)."
256,112,DUPLICATED - 126
257,113,Common Definitions,What are the units of rotational kinetic energy?,"Rotational kinetic energy is just an energy, so the unit is the Joule (J). We can see this too from dimensional analysis of the equation \( \text{K.E.} = \frac{1}{2} I \omega^2 \), since the moment of inertia \( I \) has units of mass times distance squared, and the angular velocity has units of \( 1/s \), we find \[ \left[ \text{K.E.} \right] = \frac{\left[ kg \right] \left[ m \right]}{\left[s\right]^2} \rightarrow \left[ J \right] \]"
258,114,Common Definitions,What is power?,"Power is work done over some time interval. For example, if a force does some work \( W \) over some time \( \Delta t \), the power is just \[ \text{Power} = \frac{W}{\Delta t} \] In precise terms, power is defined as the instantaneous time rate of change of work, or \[ P = \frac{d W}{dt} \]"
259,115,Common Definitions,What are the units for power?,1 watt (W) = 1 J/s,What is power? What are the units for energy?
260,116,Common Definitions,What is impulse?,"Impulse is just the change in momentum, and arises when a force acts over some time interval \( \Delta t \). We can think of impulse then as \( \textbf I = \int_{t_1}^{t_2} \textbf F \cdot dt \), but since \( \mathbf F = \frac{d\mathbf p}{dt} \) we find that \[ \mathbf{I} = \int_{t_1}^{t_2} \frac{d \mathbf p}{dt} dt \rightarrow \int_{t_1}^{t_2} d \mathbf p = \Delta \mathbf p \]",What is force?
261,117,Common Definitions,What are the units of impulse?,"Since impulse is just a change in momentum, the units are those of momentum, or kilogram-meters per second \( kg-m/s \)."
262,118,Common Definitions,What is pressure?,Pressure is a force per unit area.
263,119,Common Definitions,What are the units of pressure?,"Because pressure is force per area, its units are just \( \frac{[N]}{[ m ]^2} \)."
264,120,Common Definitions,What is the moment of inertia?,"Moment of inertia, \( I \), is the analogy to mass for a body in rotational motion. We must be concerned with the distribution of mass related to the axis of rotation, so that is taken into account for the moment of inertia: different shapes have different moments of inertia, as do the same shape rotating along different axes! Moment of inertia can be found by summing or integrating the quantity \( mr^2 \) over all particles for a body. That is, \[ I = \int r^2 dm \] where we integrate up each little mass element weighted by its perpendicular distance squared from the axis of rotation. It is important to realize that the moment of inertia depends on the *configuration of masses around some axis*. Thus, an object will have different moments of inertia about different points of rotation.",When is an integral used?
265,121,Common Definitions,What are the units for moment of inertia?,\( \text{kg m}^2 \),What is rotational inertia or moment of inertia?
266,122,Common Definitions,What is the intuitive understanding of moment of inertia?,"The moment of inertia for an object is an expression of how resistant it is to torques. That is, an object with a high moment of inertia will require a large torque to begin rotating, whereas an object with a small moment of inertia will easily rotate with a small applied torque. It is the rotational equivalent of mass (which after all, is only a measure of how resistant a body is to accelerating under an applied force!). Mathematically, the moment of inertia is determined entirely by how the mass is distributed in an object, where we weight each little piece of mass by its distance squared from the axis of rotation. Thus, masses that are further away from the axis will contribute way more (by the distance squared!) to the moment of inertia than masses located close in to the axis of rotation."
267,123,Common Definitions,What is the parallel axis theorem?,"If you know the moment of inertia of an object about some axis of rotation, you can find the moment of inertia about any other axis that is parallel to this first axis. To do so, you take the moment of inertia \( I_0 \) about the original axis and add \( m d^2 \) where \( d \) is the perpendicular distance between the two axes. Thus, the new moment of inertia (about the shifted axis) is just \[ I = I_0 + m d^2 \] This is useful in a lot of problems where we can make torques disappear by defining a new axis of rotation, but then need to find the altered moment of inertia for an object rotating about this new axis."
268,124,Common Definitions,What is torque?,"Torque is a vector quantity, defined as \[ \mathbf \tau = \mathbf r \times \mathbf F \] It is the rotational analogue of force, and is just the force acting at some distance \( mathbf r \) away from an axis of rotation."
269,125,Common Definitions,What are the units for torque?,"\( \text N \cdot \text m \) (Note this is the same units as work, but the joule is not used because work is a force acting *over some distance* (given in meters), whereas a torque is a force acting *at* some distance away from an axis of rotation.)",What is torque?
270,126,Common Definitions,What is rotational kinetic energy?,"The rotational kinetic energy of an object is given by \[ \text{K.E.} = \frac{1}{2} I \omega^2 \] This has a unique relationship to traditional kinetic energy, \( \frac{1}{2} m v^2 \). For rotation about some axis, we can relate the velocity of a small mass in the object to its angular velocity by \( v = \omega r \). Thus, we substitute in to get \[ \text{K.E.} = \frac{1}{2} m v^2 \rightarrow \frac{1}{2} m \omega^2 r^2 \] Rearranging, we get \[ \frac{1}{2} m r^2 \omega^2 \] However, we notice that \( m r^2 \) is just the moment of inertia of that small mass. Integrating this over all masses in the object, we get \[ \int r^2 dm = I \], or \[ \text{K.E.} = \frac{1}{2} I \omega^2 \]",When is an integral used?
271,127,Common Definitions,How is the rotational kinetic energy related to the angular velocity?,\( \text{K.E.}_{\text{rot.}} = \frac{1}{2} I \omega^2 \)
272,128,Newton's First Law,What is Newton's first law?,Newton's first law states that objects at rest will remain at rest and objects in motion will remain in motion until they are acted upon by an external force. Another way to state this is an object with constant velocity (possibly zero velocity) will stay moving at that velocity unless it experiences a net external force. This can be derived from Newton's second law.
273,129,Newton's Third Law,What is Newton's third law?,"Newton's third law states that every action has an equal and opposite reaction. If Object 1 exerts a force on Object 2, then by Newton's third law we know that Object 2 exerts an equal force on Object 1, in the opposite direction."
274,130,Kinematics Concepts,What is the motion of an object under free-fall near the earth's surface?,"In free-fall motion near the earth, the only force acting on an object is the force due to gravity, which causes an acceleration of \( 9.8 \units{m/s^2} \) straight downwards. This is constant acceleration motion, and so all of the kinematics equations we derived will apply."
275,131,Vector Math,When are two vectors perpendicular?,"Two vectors are perpendicular if their dot product is zero. That is, \( \vec A \) and \( \vec B \) are perpendicular if \( \vec A \cdot \vec B  = 0 \)"
276,132,Vector Math,When are two vectors parallel?,Two vectors are parallel if they are scalar multiples of each other.
277,133,Vector Math,What is the magnitude of a vector?,"The magnitude of a vector is just its length, and is denoted by vertical bars \( |\mathbf A| \). It is a scalar value, and can be calculated for some vector \( \vec A \) by doing: \[ \vec A = A_x \hat x + A_y \hat y + A_z \hat z \rightarrow |\mathbf A| = \sqrt{ A_x^2 + A_y^2 + A_z^2} \]"
